Account,Day,Details,Amount,Balance,Transaction ID,Business Name
Leah Martin (The Suits Law Firm Daily Wage),415,Wage,-1128.0,1787792.0,18.0,The Suits Law Firm
Kevin Bennett (The Suits Law Firm Daily Wage),415,Wage,-56.0,1787736.0,18.0,The Suits Law Firm
Sonny Mitchell (Karakata Associates Daily Wage),415,Wage,-968.0,1786768.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),415,Wage,-984.0,1785784.0,5.0,Karakata Associates
Margie Stewart (Katalytica Midtown Daily Wage),416,Wage,-608.0,2366907.0,12.0,Katalytica
Lillie Peterson (Katalytica Midtown Daily Wage),416,Wage,-856.0,2367515.0,12.0,Katalytica
Raymond Jenkins (Katalytica Midtown Daily Wage),416,Wage,-1112.0,2368371.0,12.0,Katalytica
Gawen Myers (Katalytica Midtown Daily Wage),416,Wage,-936.0,2365971.0,12.0,Katalytica
Lewis Morgan (Katalytica Midtown Daily Wage),416,Wage,-816.0,2369483.0,12.0,Katalytica
Natalie Cook (Katalytica Midtown Daily Wage),416,Wage,-832.0,2365139.0,12.0,Katalytica
Yasmin Wilson (Katalytica Midtown Daily Wage),416,Wage,-1016.0,2358907.0,12.0,Katalytica
Lydia Martin (Katalytica Midtown Daily Wage),416,Wage,-504.0,2364035.0,12.0,Katalytica
Taylor Campbell (Katalytica Midtown Daily Wage),416,Wage,-1248.0,2362787.0,12.0,Katalytica
Isaac Edwards (Katalytica Midtown Daily Wage),416,Wage,-736.0,2362051.0,12.0,Katalytica
Stanley Casey (Katalytica Midtown Daily Wage),416,Wage,-704.0,2361347.0,12.0,Katalytica
Maya Roberts (Katalytica Midtown Daily Wage),416,Wage,-736.0,2360611.0,12.0,Katalytica
Ruth Watson (Katalytica Midtown Daily Wage),416,Wage,-688.0,2359923.0,12.0,Katalytica
Alan Torres (Katalytica Midtown Daily Wage),416,Wage,-872.0,2358035.0,12.0,Katalytica
Hollie Rogers (Katalytica Midtown Daily Wage),416,Wage,-600.0,2357435.0,12.0,Katalytica
Harriet Carr (Katalytica Midtown Daily Wage),416,Wage,-496.0,2356939.0,12.0,Katalytica
Madeleine Scott (Katalytica Midtown Daily Wage),416,Wage,-728.0,2370299.0,12.0,Katalytica
Curtis Baker (Katalytica Midtown Daily Wage),416,Wage,-600.0,2364539.0,12.0,Katalytica
Christen Hughes (Katalytica Midtown Daily Wage),416,Wage,-664.0,2371027.0,12.0,Katalytica
Curtis Jackson (Katar Midtown Daily Wage),416,Wage,-144.0,2385827.0,13.0,Katar Midtown
Elise Martinez (Katalytica Midtown Daily Wage),416,Wage,-1088.0,2372627.0,12.0,Katalytica
Sofia Cook (Katalytica Midtown Daily Wage),416,Wage,-728.0,2356211.0,12.0,Katalytica
Clara Williams (Elite Jewels Daily Wage),416,Wage,-496.0,2385331.0,3.0,Elite Jewels
Justin Davis (Katar Midtown Daily Wage),416,Wage,-156.0,2385175.0,13.0,Katar Midtown
Curtis Harris (Katar Midtown Daily Wage),416,Wage,-252.0,2384923.0,13.0,Katar Midtown
Zoe Campbell (Karakata Holdings Daily Wage),416,Wage,-232.0,2384691.0,,
Theodore Brown (Karakata Holdings Daily Wage),416,Wage,-160.0,2384531.0,,
Annabel Myers (Katalytica Midtown Daily Wage),416,Wage,-680.0,2383851.0,12.0,Katalytica
Traci Hughes (Katalytica Midtown Daily Wage),416,Wage,-1016.0,2382835.0,12.0,Katalytica
Michelle Ross (Katalytica Midtown Daily Wage),416,Wage,-904.0,2381931.0,12.0,Katalytica
Georgia Howell (Katalytica Midtown Daily Wage),416,Wage,-1168.0,2380763.0,12.0,Katalytica
Eloise Watson (Katalytica Midtown Daily Wage),416,Wage,-1272.0,2379491.0,12.0,Katalytica
Eliza Brooks (Katalytica Midtown Daily Wage),416,Wage,-1072.0,2378419.0,12.0,Katalytica
Natasha Williams (Katalytica Midtown Daily Wage),416,Wage,-1144.0,2377275.0,12.0,Katalytica
Tobias Barker (Katalytica Midtown Daily Wage),416,Wage,-488.0,2376787.0,12.0,Katalytica
Margie Morgan (Katalytica Midtown Daily Wage),416,Wage,-1088.0,2375699.0,12.0,Katalytica
Nannie Gray (Katalytica Midtown Daily Wage),416,Wage,-968.0,2374731.0,12.0,Katalytica
Ben Stewart (Katalytica Midtown Daily Wage),416,Wage,-1016.0,2373715.0,12.0,Katalytica
Lois Ross (Katalytica Midtown Daily Wage),416,Wage,-936.0,2371691.0,12.0,Katalytica
Summer Sullivan (Katalytica Midtown Daily Wage),416,Wage,-568.0,2355643.0,12.0,Katalytica
Public parking for UMC Desert,416,PublicParking,-120.0,2338571.0,,
Patrick Walker (Katalytica Midtown Daily Wage),416,Wage,-1208.0,2353843.0,12.0,Katalytica
Cloten Walker (Katalytica HK Daily Wage),416,Wage,-752.0,2339923.0,12.0,Katalytica
Sonny Foster (Katalytica HK Daily Wage),416,Wage,-984.0,2338939.0,12.0,Katalytica
Katar Midtown Revenue,416,Revenue,59019.0,2958073.0,13.0,Katar Midtown
Pax Cox (Katalytica HK Daily Wage),416,Wage,-48.0,2338891.0,12.0,Katalytica
Eva Smith (Karvin Kween Daily Wage),416,Wage,-200.0,2338691.0,9.0,Karvin Kween
Public parking for Petrolls Fanton,416,PublicParking,-120.0,2338451.0,,
Public parking for Freight Truck T1,416,PublicParking,-180.0,2338271.0,,
Public parking for Anselmo AF90,416,PublicParking,-180.0,2338091.0,,
The Suits Law Firm Revenue,416,Revenue,57600.0,2395490.0,18.0,The Suits Law Firm
Katalytica HK Revenue,416,Revenue,14400.0,2409088.0,12.0,Katalytica
Karakata Associates Revenue,416,Revenue,6840.0,2415828.0,5.0,Karakata Associates
Kalico Midtown Revenue,416,Revenue,27345.0,2442855.0,4.0,Kalico Midtown
Karvin Kween Revenue,416,Revenue,7860.0,2450100.0,9.0,Karvin Kween
Elite Couture Revenue,416,Revenue,62160.0,2511749.0,2.0,Elite Couture
The Green Salad Revenue,416,Revenue,16608.0,2528106.0,17.0,The Green Salad
Elite Jewels Revenue,416,Revenue,210600.0,2737548.0,3.0,Elite Jewels
Katalytica Midtown Revenue,416,Revenue,163200.0,2900212.0,12.0,Katalytica
Sandy Hughes (Katalytica HK Daily Wage),416,Wage,-848.0,2340675.0,12.0,Katalytica
Velma Fisher (Katalytica Midtown Daily Wage),416,Wage,-592.0,2355051.0,12.0,Katalytica
Westbrook Lee (Katalytica HK Daily Wage),416,Wage,-1272.0,2341523.0,12.0,Katalytica
Vincent Butler (Katalytica HK Daily Wage),416,Wage,-1128.0,2343387.0,12.0,Katalytica
Curtis Green (Katalytica Midtown Daily Wage),416,Wage,-528.0,2353315.0,12.0,Katalytica
Maya Hubbard (Katalytica Midtown Daily Wage),416,Wage,-392.0,2352923.0,12.0,Katalytica
Kevin Wright (Katalytica Midtown Daily Wage),416,Wage,-344.0,2352579.0,12.0,Katalytica
Louise Green (Katalytica Midtown Daily Wage),416,Wage,-368.0,2352211.0,12.0,Katalytica
Marino Parker (Katalytica Midtown Daily Wage),416,Wage,-344.0,2351867.0,12.0,Katalytica
Eloise Powell (Katalytica Midtown Daily Wage),416,Wage,-528.0,2351339.0,12.0,Katalytica
Nancy Butler (Katalytica Midtown Daily Wage),416,Wage,-504.0,2350835.0,12.0,Katalytica
Reuben Sanchez (Katalytica Midtown Daily Wage),416,Wage,-432.0,2350403.0,12.0,Katalytica
Layla Bell (Katalytica Midtown Daily Wage),416,Wage,-408.0,2349995.0,12.0,Katalytica
Martin Anderson (Katalytica Midtown Daily Wage),416,Wage,-552.0,2349443.0,12.0,Katalytica
Scott Parker (Katalytica Midtown Daily Wage),416,Wage,-512.0,2348931.0,12.0,Katalytica
Taylor Green (Katalytica HK Daily Wage),416,Wage,-632.0,2348299.0,12.0,Katalytica
Sebastian Hughes (Katalytica HK Daily Wage),416,Wage,-752.0,2347547.0,12.0,Katalytica
Annabel Morris (Katalytica HK Daily Wage),416,Wage,-1296.0,2346251.0,12.0,Katalytica
Caleb Smith (Katalytica HK Daily Wage),416,Wage,-680.0,2345571.0,12.0,Katalytica
Leo Carter (Katalytica HK Daily Wage),416,Wage,-584.0,2344987.0,12.0,Katalytica
Sebastian Miles (Katalytica HK Daily Wage),416,Wage,-472.0,2344515.0,12.0,Katalytica
Treasigh Ward (Katalytica HK Daily Wage),416,Wage,-592.0,2342795.0,12.0,Katalytica
Sadie Powell (Karakata Associates Daily Wage),416,Wage,-40.0,2385971.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,416,Marketing,-500.0,2446695.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),416,Wage,-912.0,2386747.0,5.0,Karakata Associates
Marketing campaigns for The Green Salad,416,Marketing,-1350.0,2439895.0,17.0,The Green Salad
Marketing campaigns for Elite Jewels,416,Marketing,-9350.0,2430545.0,3.0,Elite Jewels
Marketing campaigns for Katalytica Midtown,416,Marketing,-6350.0,2424195.0,12.0,Katalytica
Marketing campaigns for Katar Midtown,416,Marketing,-9350.0,2414845.0,13.0,Katar Midtown
Recruitment Campaign,416,RecruitmentCampaign,-500.0,2414345.0,,
Evie Jones (Katalytica Midtown Daily Wage),416,Wage,-448.0,2414318.0,12.0,Katalytica
Tommy Brooks (Katalytica Midtown Daily Wage),416,Wage,-44.0,2414274.0,12.0,Katalytica
Marketing campaigns for Elite Couture,416,Marketing,-1350.0,2441245.0,2.0,Elite Couture
Christian Hall (Karakata Holdings Daily Wage),416,Wage,-184.0,2414090.0,,
Lara Norris (Warehouse #1 Daily Wage),416,Wage,-153.9,2413712.0,,
Grover Brown (Karakata Holdings Daily Wage),416,Wage,-200.0,2413512.0,,
Olivia Cox (Katalytica Midtown Daily Wage),416,Wage,-432.0,2413080.0,12.0,Katalytica
Mollie Jenkins (Karakata Holdings Daily Wage),416,Wage,-224.0,2412856.0,,
Abbie Lopez (Katar Midtown Daily Wage),416,Wage,-168.0,2412688.0,13.0,Katar Midtown
Traci Parker (Elite Jewels Daily Wage),416,Wage,-52.0,2412636.0,3.0,Elite Jewels
Douglas Collins (Karakata Holdings Daily Wage),416,Wage,-44.0,2412592.0,,
Merit Johnson (Karakata Holdings Daily Wage),416,Wage,-224.0,2413866.0,,
Dominic Fisher (Elite Jewels Daily Wage),416,Wage,-184.0,2412408.0,3.0,Elite Jewels
Marketing campaigns for Karvin Kween,416,Marketing,-1350.0,2442595.0,9.0,Karvin Kween
Marketing campaigns for Katalytica HK,416,Marketing,-2750.0,2447195.0,12.0,Katalytica
31 1st Avenue Rent,416,Rent,-201.106,1736675.0,,
14 2nd Avenue Rent,416,Rent,-731.0999,1801944.0,,
9 1st Street Rent,416,Rent,-70.98742,1801873.0,,
59 3rd Street Rent,416,Rent,-75.99196,1818597.0,,
29 5th Avenue Rent,416,Rent,-24.32862,1818573.0,,
29 1st Avenue Rent,416,Rent,-317.3102,1825095.0,,
Homer Foster (Karakata Associates Daily Wage),416,Wage,-736.0,2386011.0,5.0,Karakata Associates
Marketing campaigns for Kalico Midtown,416,Marketing,-2750.0,2443945.0,4.0,Kalico Midtown
3 2nd Avenue Rent,416,Rent,-154.5364,1852847.0,,
33 5th Avenue Rent,416,Rent,-230.1557,1860991.0,,
5 8th Street Rent,416,Rent,-135.4097,1860856.0,,
19 1st Avenue Rent,416,Rent,-250.508,1933655.0,,
30 2nd Avenue Rent,416,Rent,-1158.506,1949213.0,,
44 1st Avenue Rent,416,Rent,-535.2296,2198478.0,,
6 3rd Avenue Rent,416,Rent,-1158.506,2390919.0,,
Marketing campaigns for The Suits Law Firm,416,Marketing,-2750.0,2449945.0,18.0,The Suits Law Firm
21 5th Avenue Rent,416,Rent,-145.9717,1861221.0,,
Frederick Kelly (Elite Couture Daily Wage),416,Wage,-54.0,2412354.0,2.0,Elite Couture
24 2nd Avenue Rent,416,Rent,-460.3931,1853002.0,,
Lara Wright (Elite Couture Daily Wage),416,Wage,-232.0,2411906.0,2.0,Elite Couture
Ruth Gray (The Suits Law Firm Daily Wage),416,Wage,-1632.0,2405243.0,18.0,The Suits Law Firm
Ava Powell (The Suits Law Firm Daily Wage),416,Wage,-1400.0,2403843.0,18.0,The Suits Law Firm
Daisy Williams (The Suits Law Firm Daily Wage),416,Wage,-1512.0,2402331.0,18.0,The Suits Law Firm
Lindsey Hall (The Suits Law Firm Daily Wage),416,Wage,-888.0,2401443.0,18.0,The Suits Law Firm
Taylor Myers (The Suits Law Firm Daily Wage),416,Wage,-1024.0,2400419.0,18.0,The Suits Law Firm
Ava Rogers (The Suits Law Firm Daily Wage),416,Wage,-1344.0,2399075.0,18.0,The Suits Law Firm
Elise Sanchez (The Suits Law Firm Daily Wage),416,Wage,-1368.0,2397707.0,18.0,The Suits Law Firm
Nicholas Sanchez (The Suits Law Firm Daily Wage),416,Wage,-968.0,2396739.0,18.0,The Suits Law Firm
Owen Martin (The Suits Law Firm Daily Wage),416,Wage,-1456.0,2395283.0,18.0,The Suits Law Firm
Courtney Nicholson (The Suits Law Firm Daily Wage),416,Wage,-968.0,2394315.0,18.0,The Suits Law Firm
Traci Martin (The Suits Law Firm Daily Wage),416,Wage,-1544.0,2391171.0,18.0,The Suits Law Firm
Bonnie Howard (The Suits Law Firm Daily Wage),416,Wage,-888.0,2390283.0,18.0,The Suits Law Firm
Kevin Bennett (The Suits Law Firm Daily Wage),416,Wage,-56.0,2390227.0,18.0,The Suits Law Firm
Sonny Mitchell (Karakata Associates Daily Wage),416,Wage,-968.0,2389259.0,5.0,Karakata Associates
Naomi Robinson (Karakata Associates Daily Wage),416,Wage,-984.0,2388275.0,5.0,Karakata Associates
Stephanie Wilson (Karakata Associates Daily Wage),416,Wage,-616.0,2387659.0,5.0,Karakata Associates
Lilly Harris (Elite Couture Daily Wage),416,Wage,-216.0,2412138.0,2.0,Elite Couture
Zoe Foster (Katar Midtown Daily Wage),416,Wage,-300.0,2406875.0,13.0,Katar Midtown
Mark Nelson (Katar Midtown Daily Wage),416,Wage,-258.0,2407175.0,13.0,Katar Midtown
Louise Gomez (The Suits Law Firm Daily Wage),416,Wage,-1600.0,2392715.0,18.0,The Suits Law Firm
Jennifer Kelly (The Green Salad Daily Wage),416,Wage,-350.0,2407681.0,17.0,The Green Salad
Eliza Owens (Katar Midtown Daily Wage),416,Wage,-216.0,2410618.0,13.0,Katar Midtown
Zachary Hill (Warehouse #2 Daily Wage),416,Wage,-159.6,2410059.0,,
Zoe Cooper (The Green Salad Daily Wage),416,Wage,-248.0,2407433.0,17.0,The Green Salad
Bradley Turner (Karvin Kween Daily Wage),416,Wage,-270.0,2410834.0,9.0,Karvin Kween
Emilia White (Kalico Midtown Daily Wage),416,Wage,-224.0,2409835.0,4.0,Kalico Midtown
Georgina Lopez (Karakata Holdings Daily Wage),416,Wage,-192.0,2410218.0,,
Danielle Mitchell (Kalico Midtown Daily Wage),416,Wage,-250.0,2409585.0,4.0,Kalico Midtown
Kathryn James (Karakata Holdings Daily Wage),416,Wage,-208.0,2410410.0,,
Katie Ward (Elite Jewels Daily Wage),416,Wage,-256.0,2411104.0,3.0,Elite Jewels
Scarlett Davis (Elite Couture Daily Wage),416,Wage,-66.0,2411840.0,2.0,Elite Couture
Eve Sullivan (Kalico Midtown Daily Wage),416,Wage,-240.0,2409153.0,4.0,Kalico Midtown
Joel Rogers (Kalico Midtown Daily Wage),416,Wage,-240.0,2408913.0,4.0,Kalico Midtown
Ralph Hughes (The Green Salad Daily Wage),416,Wage,-266.0,2408647.0,17.0,The Green Salad
Helen Watson (The Green Salad Daily Wage),416,Wage,-616.0,2408031.0,17.0,The Green Salad
Christen Butler (Elite Jewels Daily Wage),416,Wage,-480.0,2411360.0,3.0,Elite Jewels
Traci Miles (Karakata Holdings Daily Wage),416,Wage,-192.0,2409393.0,,
Margie Stewart (Katalytica Midtown Daily Wage),417,Wage,-608.0,2706613.0,12.0,Katalytica
Gawen Myers (Katalytica Midtown Daily Wage),417,Wage,-936.0,2705677.0,12.0,Katalytica
Natalie Cook (Katalytica Midtown Daily Wage),417,Wage,-832.0,2704845.0,12.0,Katalytica
Lillie Peterson (Katalytica Midtown Daily Wage),417,Wage,-856.0,2707221.0,12.0,Katalytica
Katar Midtown Revenue,417,Revenue,61626.0,3342749.0,13.0,Katar Midtown
Lydia Martin (Katalytica Midtown Daily Wage),417,Wage,-504.0,2703741.0,12.0,Katalytica
Isaac Edwards (Katalytica Midtown Daily Wage),417,Wage,-736.0,2703005.0,12.0,Katalytica
Lewis Morgan (Katalytica Midtown Daily Wage),417,Wage,-816.0,2708077.0,12.0,Katalytica
Ruth Watson (Katalytica Midtown Daily Wage),417,Wage,-688.0,2701581.0,12.0,Katalytica
Yasmin Wilson (Katalytica Midtown Daily Wage),417,Wage,-1016.0,2700565.0,12.0,Katalytica
Alan Torres (Katalytica Midtown Daily Wage),417,Wage,-872.0,2699693.0,12.0,Katalytica
Hollie Rogers (Katalytica Midtown Daily Wage),417,Wage,-600.0,2699093.0,12.0,Katalytica
Harriet Carr (Katalytica Midtown Daily Wage),417,Wage,-496.0,2698597.0,12.0,Katalytica
Annie Edwards (Katalytica Midtown Daily Wage),417,Wage,-704.0,2697893.0,12.0,Katalytica
Summer Sullivan (Katalytica Midtown Daily Wage),417,Wage,-568.0,2697325.0,12.0,Katalytica
Jason Russell (Katalytica Midtown Daily Wage),417,Wage,-1168.0,2696157.0,12.0,Katalytica
Curtis Baker (Katalytica Midtown Daily Wage),417,Wage,-600.0,2704245.0,12.0,Katalytica
Madeleine Scott (Katalytica Midtown Daily Wage),417,Wage,-728.0,2708893.0,12.0,Katalytica
Dell Nelson (Katalytica Midtown Daily Wage),417,Wage,-528.0,2713325.0,12.0,Katalytica
Lois Ross (Katalytica Midtown Daily Wage),417,Wage,-936.0,2710285.0,12.0,Katalytica
Justin Davis (Katar Midtown Daily Wage),417,Wage,-312.0,2722156.0,13.0,Katar Midtown
Curtis Jackson (Katar Midtown Daily Wage),417,Wage,-288.0,2722468.0,13.0,Katar Midtown
Sadie Powell (Karakata Associates Daily Wage),417,Wage,-40.0,2722756.0,5.0,Karakata Associates
Curtis Harris (Katar Midtown Daily Wage),417,Wage,-63.0,2722093.0,13.0,Katar Midtown
Zoe Campbell (Karakata Holdings Daily Wage),417,Wage,-232.0,2721861.0,,
Theodore Brown (Karakata Holdings Daily Wage),417,Wage,-160.0,2721701.0,,
Annabel Myers (Katalytica Midtown Daily Wage),417,Wage,-680.0,2721021.0,12.0,Katalytica
Traci Hughes (Katalytica Midtown Daily Wage),417,Wage,-1016.0,2720005.0,12.0,Katalytica
Velma Fisher (Katalytica Midtown Daily Wage),417,Wage,-592.0,2695565.0,12.0,Katalytica
Michelle Ross (Katalytica Midtown Daily Wage),417,Wage,-904.0,2719101.0,12.0,Katalytica
Georgia Howell (Katalytica Midtown Daily Wage),417,Wage,-1168.0,2717933.0,12.0,Katalytica
Sally Ross (Katalytica Midtown Daily Wage),417,Wage,-1248.0,2716685.0,12.0,Katalytica
Eloise Watson (Katalytica Midtown Daily Wage),417,Wage,-1272.0,2715413.0,12.0,Katalytica
Eliza Brooks (Katalytica Midtown Daily Wage),417,Wage,-1072.0,2714341.0,12.0,Katalytica
Tobias Barker (Katalytica Midtown Daily Wage),417,Wage,-488.0,2713853.0,12.0,Katalytica
Ben Stewart (Katalytica Midtown Daily Wage),417,Wage,-1016.0,2712309.0,12.0,Katalytica
Elise Martinez (Katalytica Midtown Daily Wage),417,Wage,-1088.0,2711221.0,12.0,Katalytica
Christen Hughes (Katalytica Midtown Daily Wage),417,Wage,-664.0,2709621.0,12.0,Katalytica
Rosie Garcia (Katalytica Midtown Daily Wage),417,Wage,-1016.0,2694549.0,12.0,Katalytica
Vincent Butler (Katalytica HK Daily Wage),417,Wage,-1128.0,2682885.0,12.0,Katalytica
Curtis Green (Katalytica Midtown Daily Wage),417,Wage,-528.0,2692813.0,12.0,Katalytica
Sonny Foster (Katalytica HK Daily Wage),417,Wage,-984.0,2678437.0,12.0,Katalytica
Pax Cox (Katalytica HK Daily Wage),417,Wage,-48.0,2678389.0,12.0,Katalytica
Eva Smith (Karvin Kween Daily Wage),417,Wage,-250.0,2678139.0,9.0,Karvin Kween
Public parking for UMC Desert,417,PublicParking,-120.0,2678019.0,,
Public parking for Petrolls Fanton,417,PublicParking,-120.0,2677899.0,,
Public parking for Freight Truck T1,417,PublicParking,-180.0,2677719.0,,
Public parking for Anselmo AF90,417,PublicParking,-180.0,2677539.0,,
Cloten Walker (Katalytica HK Daily Wage),417,Wage,-752.0,2679421.0,12.0,Katalytica
The Suits Law Firm Revenue,417,Revenue,64800.0,2742138.0,18.0,The Suits Law Firm
Karakata Associates Revenue,417,Revenue,6840.0,2764875.0,5.0,Karakata Associates
Kalico Midtown Revenue,417,Revenue,28566.0,2793124.0,4.0,Kalico Midtown
Karvin Kween Revenue,417,Revenue,8820.0,2801329.0,9.0,Karvin Kween
Elite Couture Revenue,417,Revenue,29320.0,2830137.0,2.0,Elite Couture
Homer Foster (Karakata Associates Daily Wage),417,Wage,-736.0,2722796.0,5.0,Karakata Associates
Elite Jewels Revenue,417,Revenue,247000.0,3092416.0,3.0,Elite Jewels
The Green Salad Revenue,417,Revenue,16688.0,2846575.0,17.0,The Green Salad
Katalytica HK Revenue,417,Revenue,16800.0,2758136.0,12.0,Katalytica
Sandy Hughes (Katalytica HK Daily Wage),417,Wage,-848.0,2680173.0,12.0,Katalytica
Katalytica Midtown Revenue,417,Revenue,190400.0,3282281.0,12.0,Katalytica
Westbrook Lee (Katalytica HK Daily Wage),417,Wage,-1272.0,2681021.0,12.0,Katalytica
Maya Hubbard (Katalytica Midtown Daily Wage),417,Wage,-392.0,2692421.0,12.0,Katalytica
Kevin Wright (Katalytica Midtown Daily Wage),417,Wage,-344.0,2692077.0,12.0,Katalytica
Louise Green (Katalytica Midtown Daily Wage),417,Wage,-368.0,2691709.0,12.0,Katalytica
Marino Parker (Katalytica Midtown Daily Wage),417,Wage,-344.0,2691365.0,12.0,Katalytica
Eloise Powell (Katalytica Midtown Daily Wage),417,Wage,-528.0,2690837.0,12.0,Katalytica
Nancy Butler (Katalytica Midtown Daily Wage),417,Wage,-504.0,2690333.0,12.0,Katalytica
Reuben Sanchez (Katalytica Midtown Daily Wage),417,Wage,-432.0,2689901.0,12.0,Katalytica
Layla Bell (Katalytica Midtown Daily Wage),417,Wage,-408.0,2689493.0,12.0,Katalytica
Martin Anderson (Katalytica Midtown Daily Wage),417,Wage,-552.0,2688941.0,12.0,Katalytica
Scott Parker (Katalytica Midtown Daily Wage),417,Wage,-512.0,2688429.0,12.0,Katalytica
Taylor Green (Katalytica HK Daily Wage),417,Wage,-632.0,2687797.0,12.0,Katalytica
Sebastian Hughes (Katalytica HK Daily Wage),417,Wage,-752.0,2687045.0,12.0,Katalytica
Annabel Morris (Katalytica HK Daily Wage),417,Wage,-1296.0,2685749.0,12.0,Katalytica
Caleb Smith (Katalytica HK Daily Wage),417,Wage,-680.0,2685069.0,12.0,Katalytica
Leo Carter (Katalytica HK Daily Wage),417,Wage,-584.0,2684485.0,12.0,Katalytica
Sebastian Miles (Katalytica HK Daily Wage),417,Wage,-472.0,2684013.0,12.0,Katalytica
Treasigh Ward (Katalytica HK Daily Wage),417,Wage,-592.0,2682293.0,12.0,Katalytica
Patrick Walker (Katalytica Midtown Daily Wage),417,Wage,-1208.0,2693341.0,12.0,Katalytica
Roosevelt Wright (Karakata Associates Daily Wage),417,Wage,-912.0,2723532.0,5.0,Karakata Associates
Maya Roberts (Katalytica Midtown Daily Wage),417,Wage,-736.0,2702269.0,12.0,Katalytica
Naomi Robinson (Karakata Associates Daily Wage),417,Wage,-984.0,2725060.0,5.0,Karakata Associates
Marketing campaigns for Karakata Associates,417,Marketing,-500.0,2782247.0,5.0,Karakata Associates
Marketing campaigns for Karvin Kween,417,Marketing,-1350.0,2778147.0,9.0,Karvin Kween
Marketing campaigns for Elite Couture,417,Marketing,-1350.0,2776797.0,2.0,Elite Couture
Marketing campaigns for The Green Salad,417,Marketing,-1350.0,2775447.0,17.0,The Green Salad
Marketing campaigns for Elite Jewels,417,Marketing,-9350.0,2766097.0,3.0,Elite Jewels
Marketing campaigns for Katalytica Midtown,417,Marketing,-6350.0,2759747.0,12.0,Katalytica
