Account,Day,Details,Amount,Balance
Eliza Owens (Katar Spirits Daily Wage),211,Wage,-288.0,973211.1
Mollie Martinez (Kalico Midtown Daily Wage),211,Wage,-200.0,972451.4
Eve Sullivan (Kalico Midtown Daily Wage),211,Wage,-240.0,972019.4
Joel Rogers (Kalico Midtown Daily Wage),211,Wage,-90.0,971929.4
Wilhelmina Cooper (Kalico Midtown Daily Wage),211,Wage,-264.0,971665.4
Leon Powell (Kalico Midtown Daily Wage),211,Wage,-256.0,971409.4
Katar Spirits Revenue,211,Revenue,5112.0,976397.7
Katalytica Revenue,211,Revenue,7000.0,983269.6
Kalico Midtown Revenue,211,Revenue,22435.0,1005387.0
Karvin Kueen Revenue,211,Revenue,4505.0,1009850.0
Elite Couture Revenue,211,Revenue,33000.0,1042339.0
Elite Jewels Revenue,211,Revenue,137500.0,1178680.0
Marketing campaigns for Katar Spirits,212,Marketing,-500.0,899964.8
Marketing campaigns for Katalytica,212,Marketing,-500.0,899464.8
Marketing campaigns for Kalico Midtown,212,Marketing,-2750.0,896714.8
Marketing campaigns for Karvin Kueen,212,Marketing,-500.0,896214.8
Marketing campaigns for Elite Couture,212,Marketing,-1350.0,894864.8
Marketing campaigns for Elite Jewels,212,Marketing,-9350.0,885514.8
Evie Jones (Katalytica Daily Wage),212,Wage,-448.0,885066.8
Lily Barton (Katalytica Daily Wage),212,Wage,-344.0,884722.8
Zoe Gomez (Elite Jewels Daily Wage),212,Wage,-256.0,884466.8
Tommy Brooks (Katalytica Daily Wage),212,Wage,-44.0,884422.8
Katherine Moss (Elite Jewels Daily Wage),212,Wage,-200.0,883814.8
Maria Willis (Karvin Kueen Daily Wage),212,Wage,-200.0,883260.9
Lindsey Richardson (Elite Jewels Daily Wage),212,Wage,-200.0,883060.9
Olivia Cox (Katalytica Daily Wage),212,Wage,-432.0,882628.9
Maya Turner (Karvin Kueen Daily Wage),212,Wage,-32.0,882596.9
Oscar Evans (Katar Spirits Daily Wage),212,Wage,-46.0,882326.9
Annabelle Stewart (Katar Spirits Daily Wage),212,Wage,-264.0,882062.9
Frederick Kelly (Elite Couture Daily Wage),212,Wage,-54.0,881964.9
Lilly Harris (Elite Couture Daily Wage),212,Wage,-216.0,881748.9
Lara Wright (Elite Couture Daily Wage),212,Wage,-232.0,881516.9
Scarlett Davis (Elite Couture Daily Wage),212,Wage,-132.0,881384.9
Christen Butler (Elite Jewels Daily Wage),212,Wage,-240.0,881144.9
Katie Ward (Elite Jewels Daily Wage),212,Wage,-256.0,880888.9
Justin Mitchell (Karvin Kueen Daily Wage),212,Wage,-208.0,880680.9
Eliza Owens (Katar Spirits Daily Wage),212,Wage,-288.0,880392.9
Mollie Martinez (Kalico Midtown Daily Wage),212,Wage,-200.0,879633.3
Eve Sullivan (Kalico Midtown Daily Wage),212,Wage,-240.0,879201.3
Wilhelmina Cooper (Kalico Midtown Daily Wage),212,Wage,-330.0,878871.3
Leon Powell (Kalico Midtown Daily Wage),212,Wage,-256.0,878615.3
Katar Spirits Revenue,212,Revenue,9714.0,888205.6
Katalytica Revenue,212,Revenue,3000.0,891077.4
Kalico Midtown Revenue,212,Revenue,14896.0,905656.1
Karvin Kueen Revenue,212,Revenue,4080.0,909693.9
Elite Couture Revenue,212,Revenue,33000.0,942182.4
Elite Jewels Revenue,212,Revenue,137500.0,1078524.0
Marketing campaigns for Katar Spirits,213,Marketing,-500.0,1078024.0
Marketing campaigns for Katalytica,213,Marketing,-500.0,1077524.0
Marketing campaigns for Kalico Midtown,213,Marketing,-2750.0,1074774.0
Marketing campaigns for Karvin Kueen,213,Marketing,-500.0,1074274.0
Marketing campaigns for Elite Couture,213,Marketing,-1350.0,1072924.0
Marketing campaigns for Elite Jewels,213,Marketing,-9350.0,1063574.0
Evie Jones (Katalytica Daily Wage),213,Wage,-448.0,1063126.0
Tommy Brooks (Katalytica Daily Wage),213,Wage,-44.0,1063082.0
Maria Willis (Karvin Kueen Daily Wage),213,Wage,-200.0,1062120.0
Lindsey Richardson (Elite Jewels Daily Wage),213,Wage,-200.0,1061920.0
Olivia Cox (Katalytica Daily Wage),213,Wage,-432.0,1061488.0
Tristan Barker (Katalytica Daily Wage),213,Wage,-536.0,1060952.0
Maya Turner (Karvin Kueen Daily Wage),213,Wage,-32.0,1060920.0
Oscar Evans (Katar Spirits Daily Wage),213,Wage,-46.0,1060650.0
Annabelle Stewart (Katar Spirits Daily Wage),213,Wage,-264.0,1060386.0
Dominic Fisher (Elite Jewels Daily Wage),213,Wage,-184.0,1060158.0
Frederick Kelly (Elite Couture Daily Wage),213,Wage,-54.0,1060104.0
Lilly Harris (Elite Couture Daily Wage),213,Wage,-216.0,1059888.0
Lara Wright (Elite Couture Daily Wage),213,Wage,-232.0,1059656.0
Scarlett Davis (Elite Couture Daily Wage),213,Wage,-66.0,1059590.0
Christen Butler (Elite Jewels Daily Wage),213,Wage,-480.0,1059110.0
Katie Ward (Elite Jewels Daily Wage),213,Wage,-256.0,1058854.0
Bradley Turner (Karvin Kueen Daily Wage),213,Wage,-240.0,1058614.0
Eliza Owens (Katar Spirits Daily Wage),213,Wage,-288.0,1058326.0
Emilia White (Kalico Midtown Daily Wage),213,Wage,-224.0,1057542.0
Danielle Mitchell (Kalico Midtown Daily Wage),213,Wage,-250.0,1057292.0
Eve Sullivan (Kalico Midtown Daily Wage),213,Wage,-240.0,1056860.0
Joel Rogers (Kalico Midtown Daily Wage),213,Wage,-240.0,1056620.0
Katar Spirits Revenue,213,Revenue,8214.0,1064711.0
Katalytica Revenue,213,Revenue,3000.0,1067583.0
Kalico Midtown Revenue,213,Revenue,8928.0,1076193.0
Karvin Kueen Revenue,213,Revenue,3570.0,1079721.0
Elite Couture Revenue,213,Revenue,27500.0,1106710.0
Elite Jewels Revenue,213,Revenue,112500.0,1218051.0
Marketing campaigns for Katar Spirits,214,Marketing,-500.0,1205581.0
Marketing campaigns for Katalytica,214,Marketing,-500.0,1205081.0
Marketing campaigns for Kalico Midtown,214,Marketing,-2750.0,1202331.0
Marketing campaigns for Karvin Kueen,214,Marketing,-500.0,1201831.0
Marketing campaigns for Elite Couture,214,Marketing,-1350.0,1200481.0
Marketing campaigns for Elite Jewels,214,Marketing,-9350.0,1191131.0
Evie Jones (Katalytica Daily Wage),214,Wage,-448.0,1190683.0
Tommy Brooks (Katalytica Daily Wage),214,Wage,-44.0,1190639.0
Maria Willis (Karvin Kueen Daily Wage),214,Wage,-200.0,1189677.0
Lindsey Richardson (Elite Jewels Daily Wage),214,Wage,-200.0,1189477.0
Olivia Cox (Katalytica Daily Wage),214,Wage,-432.0,1189045.0
Tristan Barker (Katalytica Daily Wage),214,Wage,-536.0,1188509.0
Maya Turner (Karvin Kueen Daily Wage),214,Wage,-32.0,1188477.0
Oscar Evans (Katar Spirits Daily Wage),214,Wage,-46.0,1188207.0
Annabelle Stewart (Katar Spirits Daily Wage),214,Wage,-198.0,1188009.0
Abbie Lopez (Katar Spirits Daily Wage),214,Wage,-168.0,1187841.0
Replacement for Curtis Norris (Elite Jewels Wage),214,ReplacementWage,-460.0,1187381.0
Dominic Fisher (Elite Jewels Daily Wage),214,Wage,-184.0,1187153.0
Frederick Kelly (Elite Couture Daily Wage),214,Wage,-27.0,1187126.0
Lilly Harris (Elite Couture Daily Wage),214,Wage,-288.0,1186838.0
Scarlett Davis (Elite Couture Daily Wage),214,Wage,-264.0,1186574.0
Katie Ward (Elite Jewels Daily Wage),214,Wage,-256.0,1186318.0
Bradley Turner (Karvin Kueen Daily Wage),214,Wage,-240.0,1186078.0
Eliza Owens (Katar Spirits Daily Wage),214,Wage,-144.0,1185934.0
Emilia White (Kalico Midtown Daily Wage),214,Wage,-224.0,1185151.0
Danielle Mitchell (Kalico Midtown Daily Wage),214,Wage,-200.0,1184951.0
Eve Sullivan (Kalico Midtown Daily Wage),214,Wage,-300.0,1184459.0
Joel Rogers (Kalico Midtown Daily Wage),214,Wage,-240.0,1184219.0
Katar Spirits Revenue,214,Revenue,10050.0,1194145.0
Katalytica Revenue,214,Revenue,3000.0,1197017.0
Kalico Midtown Revenue,214,Revenue,25004.0,1221704.0
Karvin Kueen Revenue,214,Revenue,4080.0,1225741.0
Elite Couture Revenue,214,Revenue,33000.0,1258230.0
Elite Jewels Revenue,214,Revenue,137500.0,1394571.0
Marketing campaigns for Katar Spirits,215,Marketing,-500.0,1394071.0
Marketing campaigns for Katalytica,215,Marketing,-500.0,1393571.0
Marketing campaigns for Kalico Midtown,215,Marketing,-2750.0,1390821.0
Marketing campaigns for Karvin Kueen,215,Marketing,-500.0,1390321.0
Marketing campaigns for Elite Couture,215,Marketing,-1350.0,1388971.0
Marketing campaigns for Elite Jewels,215,Marketing,-9350.0,1379621.0
Evie Jones (Katalytica Daily Wage),215,Wage,-448.0,1379173.0
Lily Barton (Katalytica Daily Wage),215,Wage,-344.0,1378829.0
Zoe Gomez (Elite Jewels Daily Wage),215,Wage,-256.0,1378573.0
Tommy Brooks (Katalytica Daily Wage),215,Wage,-44.0,1378529.0
Katherine Moss (Elite Jewels Daily Wage),215,Wage,-100.0,1378021.0
Maria Willis (Karvin Kueen Daily Wage),215,Wage,-125.0,1377542.0
Tristan Barker (Katalytica Daily Wage),215,Wage,-402.0,1377140.0
Oscar Evans (Katar Spirits Daily Wage),215,Wage,-46.0,1376870.0
Abbie Lopez (Katar Spirits Daily Wage),215,Wage,-224.0,1376646.0
Dominic Fisher (Elite Jewels Daily Wage),215,Wage,-368.0,1376223.0
Frederick Kelly (Elite Couture Daily Wage),215,Wage,-27.0,1376196.0
Lilly Harris (Elite Couture Daily Wage),215,Wage,-288.0,1375908.0
Scarlett Davis (Elite Couture Daily Wage),215,Wage,-264.0,1375644.0
Bradley Turner (Karvin Kueen Daily Wage),215,Wage,-240.0,1375404.0
Justin Mitchell (Karvin Kueen Daily Wage),215,Wage,-130.0,1375274.0
Eliza Owens (Katar Spirits Daily Wage),215,Wage,-288.0,1374986.0
Mollie Martinez (Kalico Midtown Daily Wage),215,Wage,-200.0,1374227.0
Joel Rogers (Kalico Midtown Daily Wage),215,Wage,-240.0,1373795.0
Wilhelmina Cooper (Kalico Midtown Daily Wage),215,Wage,-264.0,1373531.0
Leon Powell (Kalico Midtown Daily Wage),215,Wage,-320.0,1373211.0
Katar Spirits Revenue,215,Revenue,11079.0,1384166.0
Katalytica Revenue,215,Revenue,3000.0,1387038.0
Kalico Midtown Revenue,215,Revenue,25825.0,1412546.0
Karvin Kueen Revenue,215,Revenue,5015.0,1417518.0
Elite Couture Revenue,215,Revenue,37250.0,1454257.0
Elite Jewels Revenue,215,Revenue,152500.0,1605598.0
Marketing campaigns for Katar Spirits,216,Marketing,-500.0,1605098.0
Marketing campaigns for Katalytica,216,Marketing,-500.0,1604598.0
Marketing campaigns for Kalico Midtown,216,Marketing,-2750.0,1601848.0
Marketing campaigns for Karvin Kueen,216,Marketing,-500.0,1601348.0
Marketing campaigns for Elite Couture,216,Marketing,-1350.0,1599998.0
Marketing campaigns for Elite Jewels,216,Marketing,-9350.0,1590648.0
Evie Jones (Katalytica Daily Wage),216,Wage,-448.0,1590200.0
Zoe Gomez (Elite Jewels Daily Wage),216,Wage,-192.0,1590008.0
Tommy Brooks (Katalytica Daily Wage),216,Wage,-44.0,1589964.0
Katherine Moss (Elite Jewels Daily Wage),216,Wage,-200.0,1589764.0
Maria Willis (Karvin Kueen Daily Wage),216,Wage,-100.0,1589511.0
Olivia Cox (Katalytica Daily Wage),216,Wage,-432.0,1589079.0
Oscar Evans (Katar Spirits Daily Wage),216,Wage,-46.0,1589033.0
Abbie Lopez (Katar Spirits Daily Wage),216,Wage,-224.0,1588809.0
Replacement for Curtis Norris (Elite Jewels Wage),216,ReplacementWage,-230.0,1588579.0
Traci Parker (Elite Jewels Daily Wage),216,Wage,-208.0,1588371.0
Frederick Kelly (Elite Couture Daily Wage),216,Wage,-216.0,1588155.0
Lilly Harris (Elite Couture Daily Wage),216,Wage,-72.0,1588083.0
Lara Wright (Elite Couture Daily Wage),216,Wage,-232.0,1587851.0
Christen Butler (Elite Jewels Daily Wage),216,Wage,-180.0,1587671.0
Bradley Turner (Karvin Kueen Daily Wage),216,Wage,-180.0,1587491.0
Justin Mitchell (Karvin Kueen Daily Wage),216,Wage,-208.0,1587283.0
Eliza Owens (Katar Spirits Daily Wage),216,Wage,-288.0,1586995.0
Emilia White (Kalico Midtown Daily Wage),216,Wage,-224.0,1586611.0
Danielle Mitchell (Kalico Midtown Daily Wage),216,Wage,-200.0,1586411.0
Eve Sullivan (Kalico Midtown Daily Wage),216,Wage,-240.0,1586171.0
Joel Rogers (Kalico Midtown Daily Wage),216,Wage,-240.0,1585931.0
Leon Powell (Kalico Midtown Daily Wage),216,Wage,-64.0,1585867.0
Katar Spirits Revenue,216,Revenue,11463.0,1597206.0
Katalytica Revenue,216,Revenue,6000.0,1603078.0
Kalico Midtown Revenue,216,Revenue,25840.0,1628601.0
Karvin Kueen Revenue,216,Revenue,6205.0,1634764.0
Elite Couture Revenue,216,Revenue,45000.0,1679252.0
Elite Jewels Revenue,216,Revenue,170000.0,1848094.0
Marketing campaigns for Katar Spirits,217,Marketing,-500.0,1840799.0
Marketing campaigns for Katalytica,217,Marketing,-500.0,1840299.0
Marketing campaigns for Kalico Midtown,217,Marketing,-2750.0,1837549.0
Marketing campaigns for Karvin Kueen,217,Marketing,-500.0,1837049.0
Marketing campaigns for Elite Couture,217,Marketing,-1350.0,1835699.0
Marketing campaigns for Elite Jewels,217,Marketing,-9350.0,1826349.0
Lily Barton (Katalytica Daily Wage),217,Wage,-258.0,1825929.0
Tommy Brooks (Katalytica Daily Wage),217,Wage,-44.0,1825885.0
Maria Willis (Karvin Kueen Daily Wage),217,Wage,-75.0,1825656.0
Olivia Cox (Katalytica Daily Wage),217,Wage,-432.0,1825224.0
Tristan Barker (Katalytica Daily Wage),217,Wage,-536.0,1824688.0
Maya Turner (Karvin Kueen Daily Wage),217,Wage,-288.0,1824400.0
Oscar Evans (Katar Spirits Daily Wage),217,Wage,-46.0,1824354.0
Abbie Lopez (Katar Spirits Daily Wage),217,Wage,-224.0,1824130.0
Curtis Norris (Elite Jewels Daily Wage),217,Wage,-138.0,1823992.0
Traci Parker (Elite Jewels Daily Wage),217,Wage,-208.0,1823784.0
Dominic Fisher (Elite Jewels Daily Wage),217,Wage,-368.0,1823416.0
Frederick Kelly (Elite Couture Daily Wage),217,Wage,-243.0,1823173.0
Lara Wright (Elite Couture Daily Wage),217,Wage,-232.0,1822941.0
Christen Butler (Elite Jewels Daily Wage),217,Wage,-300.0,1822641.0
Justin Mitchell (Karvin Kueen Daily Wage),217,Wage,-130.0,1822511.0
Eliza Owens (Katar Spirits Daily Wage),217,Wage,-216.0,1822295.0
Mollie Martinez (Kalico Midtown Daily Wage),217,Wage,-150.0,1821986.0
Emilia White (Kalico Midtown Daily Wage),217,Wage,-168.0,1821818.0
Eve Sullivan (Kalico Midtown Daily Wage),217,Wage,-240.0,1821578.0
Joel Rogers (Kalico Midtown Daily Wage),217,Wage,-240.0,1821338.0
Leon Powell (Kalico Midtown Daily Wage),217,Wage,-64.0,1821274.0
Katar Spirits Revenue,217,Revenue,8805.0,1829955.0
Katalytica Revenue,217,Revenue,6000.0,1835827.0
Kalico Midtown Revenue,217,Revenue,23098.0,1858607.0
Karvin Kueen Revenue,217,Revenue,5015.0,1863580.0
Elite Couture Revenue,217,Revenue,37750.0,1900819.0
Elite Jewels Revenue,217,Revenue,165000.0,2064660.0
Marketing campaigns for Katar Spirits,218,Marketing,-500.0,2064160.0
Marketing campaigns for Katalytica,218,Marketing,-500.0,2063660.0
Marketing campaigns for Kalico Midtown,218,Marketing,-2750.0,2060910.0
Marketing campaigns for Karvin Kueen,218,Marketing,-500.0,2060410.0
Marketing campaigns for Elite Couture,218,Marketing,-1350.0,2059060.0
Marketing campaigns for Elite Jewels,218,Marketing,-9350.0,2049710.0
Evie Jones (Katalytica Daily Wage),218,Wage,-448.0,1823794.0
Lily Barton (Katalytica Daily Wage),218,Wage,-344.0,1823450.0
Zoe Gomez (Elite Jewels Daily Wage),218,Wage,-256.0,1823194.0
Tommy Brooks (Katalytica Daily Wage),218,Wage,-44.0,1823150.0
Katherine Moss (Elite Jewels Daily Wage),218,Wage,-250.0,1822492.0
Maria Willis (Karvin Kueen Daily Wage),218,Wage,-200.0,1821938.0
Lindsey Richardson (Elite Jewels Daily Wage),218,Wage,-150.0,1821788.0
Olivia Cox (Katalytica Daily Wage),218,Wage,-432.0,1821356.0
Maya Turner (Karvin Kueen Daily Wage),218,Wage,-32.0,1821324.0
Oscar Evans (Katar Spirits Daily Wage),218,Wage,-46.0,1821054.0
Annabelle Stewart (Katar Spirits Daily Wage),218,Wage,-264.0,1820790.0
Lara Wright (Elite Couture Daily Wage),218,Wage,-232.0,1820514.0
Scarlett Davis (Elite Couture Daily Wage),218,Wage,-297.0,1820217.0
Christen Butler (Elite Jewels Daily Wage),218,Wage,-240.0,1819977.0
Katie Ward (Elite Jewels Daily Wage),218,Wage,-192.0,1819785.0
Justin Mitchell (Karvin Kueen Daily Wage),218,Wage,-208.0,1819577.0
Eliza Owens (Katar Spirits Daily Wage),218,Wage,-288.0,1819289.0
Mollie Martinez (Kalico Midtown Daily Wage),218,Wage,-200.0,1818530.0
Eve Sullivan (Kalico Midtown Daily Wage),218,Wage,-240.0,1818098.0
Joel Rogers (Kalico Midtown Daily Wage),218,Wage,-90.0,1818008.0
Wilhelmina Cooper (Kalico Midtown Daily Wage),218,Wage,-264.0,1817744.0
Leon Powell (Kalico Midtown Daily Wage),218,Wage,-256.0,1817488.0
Katar Spirits Revenue,218,Revenue,10782.0,1828146.0
Katalytica Revenue,218,Revenue,3000.0,1831018.0
Kalico Midtown Revenue,218,Revenue,25600.0,1856300.0
Karvin Kueen Revenue,218,Revenue,4505.0,1860763.0
Elite Couture Revenue,218,Revenue,35250.0,1895502.0
Elite Jewels Revenue,218,Revenue,135000.0,2029343.0
Marketing campaigns for Katar Spirits,219,Marketing,-500.0,2028843.0
Marketing campaigns for Katalytica,219,Marketing,-500.0,2028343.0
Marketing campaigns for Kalico Midtown,219,Marketing,-2750.0,2025593.0
Marketing campaigns for Karvin Kueen,219,Marketing,-500.0,2025093.0
Marketing campaigns for Elite Couture,219,Marketing,-1350.0,2023743.0
Marketing campaigns for Elite Jewels,219,Marketing,-9350.0,2014393.0
Evie Jones (Katalytica Daily Wage),219,Wage,-448.0,2013945.0
Lily Barton (Katalytica Daily Wage),219,Wage,-344.0,2013601.0
Zoe Gomez (Elite Jewels Daily Wage),219,Wage,-256.0,2013345.0
Tommy Brooks (Katalytica Daily Wage),219,Wage,-44.0,2013301.0
Katherine Moss (Elite Jewels Daily Wage),219,Wage,-200.0,2012693.0
Maria Willis (Karvin Kueen Daily Wage),219,Wage,-200.0,2012139.0
Lindsey Richardson (Elite Jewels Daily Wage),219,Wage,-200.0,2011939.0
Olivia Cox (Katalytica Daily Wage),219,Wage,-432.0,2011507.0
Maya Turner (Karvin Kueen Daily Wage),219,Wage,-32.0,2011475.0
Oscar Evans (Katar Spirits Daily Wage),219,Wage,-46.0,2011205.0
Annabelle Stewart (Katar Spirits Daily Wage),219,Wage,-264.0,2010941.0
Frederick Kelly (Elite Couture Daily Wage),219,Wage,-54.0,2010843.0
Lilly Harris (Elite Couture Daily Wage),219,Wage,-216.0,2010627.0
Lara Wright (Elite Couture Daily Wage),219,Wage,-232.0,2010395.0
Scarlett Davis (Elite Couture Daily Wage),219,Wage,-132.0,2010263.0
Christen Butler (Elite Jewels Daily Wage),219,Wage,-240.0,2010023.0
Katie Ward (Elite Jewels Daily Wage),219,Wage,-256.0,2009767.0
Justin Mitchell (Karvin Kueen Daily Wage),219,Wage,-208.0,2009559.0
Eliza Owens (Katar Spirits Daily Wage),219,Wage,-288.0,2009271.0
Mollie Martinez (Kalico Midtown Daily Wage),219,Wage,-200.0,2008512.0
Eve Sullivan (Kalico Midtown Daily Wage),219,Wage,-240.0,2008080.0
Wilhelmina Cooper (Kalico Midtown Daily Wage),219,Wage,-330.0,2007750.0
Leon Powell (Kalico Midtown Daily Wage),219,Wage,-256.0,2007494.0
Katar Spirits Revenue,219,Revenue,10230.0,2017600.0
Katalytica Revenue,219,Revenue,7000.0,2024472.0
Kalico Midtown Revenue,219,Revenue,25414.0,2049569.0
Karvin Kueen Revenue,219,Revenue,4080.0,2053606.0
Elite Couture Revenue,219,Revenue,33000.0,2086095.0
Elite Jewels Revenue,219,Revenue,137500.0,2222436.0
Marketing campaigns for Katar Spirits,220,Marketing,-500.0,2215473.0
Marketing campaigns for Katalytica,220,Marketing,-500.0,2214973.0
Marketing campaigns for Kalico Midtown,220,Marketing,-2750.0,2212223.0
Marketing campaigns for Karvin Kueen,220,Marketing,-500.0,2211723.0
Marketing campaigns for Elite Couture,220,Marketing,-1350.0,2210373.0
Marketing campaigns for Elite Jewels,220,Marketing,-9350.0,2201023.0
