Account,Day,Details,Amount,Balance,Transaction ID,Net Daily Revenue
Abbie Lopez (Katar Spirits Daily Wage),235,Wage,-168.0,595579.1,TJ27F,
Lara Norris (Warehouse #1 Daily Wage),235,Wage,-153.9,597815.1,,
Grover Brown (Karakata Holdings Daily Wage),235,Wage,-200.0,597615.1,,
Merit Johnson (Karakata Holdings Daily Wage),235,Wage,-224.0,597969.0,,
Marketing campaigns for The Green Salad,235,Marketing,-1350.0,608219.0,HQXBV,
Marketing campaigns for Elite Jewels,235,Marketing,-9350.0,598869.0,CGCEK,
Christian Hall (Karakata Holdings Daily Wage),235,Wage,-184.0,598193.0,,
Tommy Brooks (Katalytica Daily Wage),235,Wage,-44.0,598377.0,WK7WS,
Evie Jones (Katalytica Daily Wage),235,Wage,-448.0,598421.0,WK7WS,
Elite Couture Revenue,236,Revenue,38000.0,1012950.0,YVK4E,
Maria Nicholson (The Suits Law Firm Daily Wage),236,Wage,-386.0,916283.6,G8MHU,
Zoe Foster (Andy's Diamonds Daily Wage),236,Wage,-400.0,916669.6,FAV7U,
Mark Nelson (Andy's Diamonds Daily Wage),236,Wage,-86.0,917069.6,FAV7U,
Zoe Cooper (The Green Salad Daily Wage),236,Wage,-434.0,917155.6,HQXBV,
Elite Jewels Revenue,236,Revenue,309800.0,1336627.0,CGCEK,
Harvey Anderson (The Green Salad Daily Wage),236,Wage,-224.0,917589.6,HQXBV,
Zoe Thompson (The Green Salad Daily Wage),236,Wage,-306.0,917813.6,HQXBV,
Leon Powell (Kalico Midtown Daily Wage),236,Wage,-320.0,918385.6,9YO0R,
Ruth Gray (The Suits Law Firm Daily Wage),236,Wage,-1224.0,915059.6,G8MHU,
Wilhelmina Cooper (Kalico Midtown Daily Wage),236,Wage,-264.0,918705.6,9YO0R,
Joel Rogers (Kalico Midtown Daily Wage),236,Wage,-240.0,918969.6,9YO0R,
Traci Miles (Karakata Holdings Daily Wage),236,Wage,-192.0,919209.6,,
Mollie Martinez (Kalico Midtown Daily Wage),236,Wage,-200.0,919401.6,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),236,Wage,-159.6,919601.6,,
Georgina Lopez (Karakata Holdings Daily Wage),236,Wage,-192.0,919761.2,,
Kathryn James (Karakata Holdings Daily Wage),236,Wage,-208.0,919953.2,,
Eliza Owens (Katar Spirits Daily Wage),236,Wage,-288.0,920161.2,TJ27F,
Justin Mitchell (Karvin Kueen Daily Wage),236,Wage,-130.0,920449.2,K3NN0,
Ralph Hughes (The Green Salad Daily Wage),236,Wage,-266.0,918119.6,HQXBV,
Ava Powell (The Suits Law Firm Daily Wage),236,Wage,-1400.0,913659.6,G8MHU,
Elise Sanchez (The Suits Law Firm Daily Wage),236,Wage,-1368.0,908867.6,G8MHU,
Lindsey Hall (The Suits Law Firm Daily Wage),236,Wage,-888.0,911259.6,G8MHU,
Karvin Kueen Revenue,236,Revenue,7990.0,975461.7,K3NN0,
Kalico Midtown Revenue,236,Revenue,27337.0,967513.9,9YO0R,
Andy's Diamonds Revenue,236,Revenue,6840.0,940494.2,FAV7U,
Katalytica Revenue,236,Revenue,7000.0,933797.6,WK7WS,
The Green Salad Revenue,236,Revenue,15286.0,1027986.0,HQXBV,
The Suits Law Firm Revenue,236,Revenue,16000.0,926925.7,G8MHU,
Bradley Turner (Karvin Kueen Daily Wage),236,Wage,-240.0,920579.2,K3NN0,
Katar Spirits Revenue,236,Revenue,11079.0,911126.8,TJ27F,
Daisy Williams (The Suits Law Firm Daily Wage),236,Wage,-1512.0,912147.6,G8MHU,
Kevin Bennett (The Suits Law Firm Daily Wage),236,Wage,-56.0,900171.6,G8MHU,
Charlotte Murphy (The Suits Law Firm Daily Wage),236,Wage,-1272.0,901115.6,G8MHU,
Traci Martin (The Suits Law Firm Daily Wage),236,Wage,-1544.0,902387.6,G8MHU,
Louise Gomez (The Suits Law Firm Daily Wage),236,Wage,-1600.0,903931.6,G8MHU,
Courtney Nicholson (The Suits Law Firm Daily Wage),236,Wage,-968.0,905531.6,G8MHU,
Isabel Roberts (The Suits Law Firm Daily Wage),236,Wage,-672.0,906499.6,G8MHU,
Owen Martin (The Suits Law Firm Daily Wage),236,Wage,-728.0,907171.6,G8MHU,
Nicholas Sanchez (The Suits Law Firm Daily Wage),236,Wage,-968.0,907899.6,G8MHU,
Taylor Myers (The Suits Law Firm Daily Wage),236,Wage,-1024.0,910235.6,G8MHU,
Bonnie Howard (The Suits Law Firm Daily Wage),236,Wage,-888.0,900227.6,G8MHU,
Scarlett Davis (Elite Couture Daily Wage),236,Wage,-264.0,920819.2,YVK4E,
Tommy Brooks (Katalytica Daily Wage),236,Wage,-44.0,924057.1,WK7WS,
Frederick Kelly (Elite Couture Daily Wage),236,Wage,-27.0,921371.2,YVK4E,
Marketing campaigns for Katalytica,236,Marketing,-500.0,941799.1,WK7WS,
Marketing campaigns for The Suits Law Firm,236,Marketing,-2750.0,942299.1,G8MHU,
Marketing campaigns for Katar Spirits,236,Marketing,-500.0,945049.1,TJ27F,
Delivery from BlueStone Imports,236,ImportDelivery,-12592.99,945549.1,,
30 2nd Avenue Rent,236,Rent,-1158.506,690542.1,,
5 8th Street Rent,236,Rent,-135.4097,643658.1,,
33 5th Avenue Rent,236,Rent,-230.1557,643793.5,,
21 5th Avenue Rent,236,Rent,-145.9717,644023.6,,
7 3rd Avenue Rent,236,Rent,-42.2027,637879.6,,
Lilly Harris (Elite Couture Daily Wage),236,Wage,-288.0,921083.2,YVK4E,
29 1st Avenue Rent,236,Rent,-317.3102,611049.8,,
14 1st Avenue Rent,236,Rent,-143.3651,605967.1,,
1 5th Street Rent,236,Rent,-52.13275,599110.5,,
59 3rd Street Rent,236,Rent,-75.99196,599162.6,,
31 1st Avenue Rent,236,Rent,-201.106,596238.6,,
30 4th Avenue Rent,236,Rent,-85.7595,586119.8,,
42 3rd Street Rent,236,Rent,-38.02306,586205.5,,
Marketing campaigns for Andy's Diamonds,236,Marketing,-1350.0,940449.1,FAV7U,
Marketing campaigns for Kalico Midtown,236,Marketing,-2750.0,937699.1,9YO0R,
19 1st Avenue Rent,236,Rent,-250.508,676407.6,,
Marketing campaigns for Elite Couture,236,Marketing,-1350.0,935849.1,YVK4E,
Marketing campaigns for Karvin Kueen,236,Marketing,-500.0,937199.1,K3NN0,
Dominic Fisher (Elite Jewels Daily Wage),236,Wage,-368.0,921398.2,CGCEK,
Mollie Jenkins (Karakata Holdings Daily Wage),236,Wage,-224.0,922444.2,,
Traci Parker (Elite Jewels Daily Wage),236,Wage,-364.0,921810.2,CGCEK,
Tristan Barker (Katalytica Daily Wage),236,Wage,-402.0,922668.2,WK7WS,
Douglas Collins (Karakata Holdings Daily Wage),236,Wage,-44.0,921766.2,,
Maria Willis (Karvin Kueen Daily Wage),236,Wage,-125.0,923070.2,K3NN0,
Grover Brown (Karakata Holdings Daily Wage),236,Wage,-200.0,923195.2,,
Oscar Evans (Katar Spirits Daily Wage),236,Wage,-46.0,922398.2,TJ27F,
Lara Norris (Warehouse #1 Daily Wage),236,Wage,-153.9,923395.2,,
Merit Johnson (Karakata Holdings Daily Wage),236,Wage,-224.0,923649.1,,
Christian Hall (Karakata Holdings Daily Wage),236,Wage,-184.0,923873.1,,
Zoe Gomez (Elite Jewels Daily Wage),236,Wage,-256.0,924101.1,CGCEK,
Lily Barton (Katalytica Daily Wage),236,Wage,-344.0,924357.1,WK7WS,
Evie Jones (Katalytica Daily Wage),236,Wage,-448.0,924701.1,WK7WS,
Marketing campaigns for Elite Jewels,236,Marketing,-9350.0,925149.1,CGCEK,
Marketing campaigns for The Green Salad,236,Marketing,-1350.0,934499.1,HQXBV,
Katherine Moss (Elite Jewels Daily Wage),236,Wage,-100.0,923549.1,CGCEK,
Abbie Lopez (Katar Spirits Daily Wage),236,Wage,-224.0,922174.2,TJ27F,
Harvey Anderson (The Green Salad Daily Wage),237,Wage,-288.0,1310648.0,HQXBV,
Ava Powell (The Suits Law Firm Daily Wage),237,Wage,-1400.0,1307130.0,G8MHU,
Zoe Foster (Andy's Diamonds Daily Wage),237,Wage,-400.0,1310162.0,FAV7U,
Ruth Gray (The Suits Law Firm Daily Wage),237,Wage,-1632.0,1308530.0,G8MHU,
Daisy Williams (The Suits Law Firm Daily Wage),237,Wage,-1512.0,1305618.0,G8MHU,
Mark Nelson (Andy's Diamonds Daily Wage),237,Wage,-86.0,1310562.0,FAV7U,
Zoe Thompson (The Green Salad Daily Wage),237,Wage,-340.0,1310936.0,HQXBV,
Eve Sullivan (Kalico Midtown Daily Wage),237,Wage,-240.0,1312196.0,9YO0R,
Ralph Hughes (The Green Salad Daily Wage),237,Wage,-266.0,1311626.0,HQXBV,
Leon Powell (Kalico Midtown Daily Wage),237,Wage,-64.0,1311892.0,9YO0R,
Joel Rogers (Kalico Midtown Daily Wage),237,Wage,-240.0,1311956.0,9YO0R,
Danielle Mitchell (Kalico Midtown Daily Wage),237,Wage,-200.0,1312436.0,9YO0R,
Emilia White (Kalico Midtown Daily Wage),237,Wage,-224.0,1312636.0,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),237,Wage,-159.6,1312860.0,,
Lindsey Hall (The Suits Law Firm Daily Wage),237,Wage,-888.0,1304730.0,G8MHU,
Jennifer Kelly (The Green Salad Daily Wage),237,Wage,-350.0,1311276.0,HQXBV,
Taylor Myers (The Suits Law Firm Daily Wage),237,Wage,-1024.0,1303706.0,G8MHU,
Karvin Kueen Revenue,237,Revenue,8415.0,1380246.0,K3NN0,
Nicholas Sanchez (The Suits Law Firm Daily Wage),237,Wage,-968.0,1301370.0,G8MHU,
Elite Jewels Revenue,237,Revenue,64700.0,1485917.0,CGCEK,
The Green Salad Revenue,237,Revenue,15392.0,1422376.0,HQXBV,
Elite Couture Revenue,237,Revenue,27500.0,1407234.0,YVK4E,
Eliza Owens (Katar Spirits Daily Wage),237,Wage,-288.0,1313019.0,TJ27F,
Kalico Midtown Revenue,237,Revenue,26689.0,1371873.0,9YO0R,
Andy's Diamonds Revenue,237,Revenue,8100.0,1345501.0,FAV7U,
Katalytica Revenue,237,Revenue,6000.0,1337545.0,WK7WS,
Elise Sanchez (The Suits Law Firm Daily Wage),237,Wage,-1368.0,1302338.0,G8MHU,
The Suits Law Firm Revenue,237,Revenue,31200.0,1331673.0,G8MHU,
Kevin Bennett (The Suits Law Firm Daily Wage),237,Wage,-56.0,1293514.0,G8MHU,
Bonnie Howard (The Suits Law Firm Daily Wage),237,Wage,-888.0,1293570.0,G8MHU,
Traci Martin (The Suits Law Firm Daily Wage),237,Wage,-1544.0,1294458.0,G8MHU,
Louise Gomez (The Suits Law Firm Daily Wage),237,Wage,-1600.0,1296002.0,G8MHU,
Courtney Nicholson (The Suits Law Firm Daily Wage),237,Wage,-968.0,1297602.0,G8MHU,
Isabel Roberts (The Suits Law Firm Daily Wage),237,Wage,-1344.0,1298570.0,G8MHU,
Owen Martin (The Suits Law Firm Daily Wage),237,Wage,-1456.0,1299914.0,G8MHU,
Katar Spirits Revenue,237,Revenue,7284.0,1300674.0,TJ27F,
Justin Mitchell (Karvin Kueen Daily Wage),237,Wage,-208.0,1313307.0,K3NN0,
Lara Wright (Elite Couture Daily Wage),237,Wage,-232.0,1313875.0,YVK4E,
Christen Butler (Elite Jewels Daily Wage),237,Wage,-180.0,1313695.0,CGCEK,
Marketing campaigns for Katar Spirits,237,Marketing,-500.0,1336127.0,TJ27F,
30 2nd Avenue Rent,237,Rent,-1158.506,1026827.0,,
19 1st Avenue Rent,237,Rent,-250.508,1012700.0,,
33 5th Avenue Rent,237,Rent,-230.1557,975085.6,,
21 5th Avenue Rent,237,Rent,-145.9717,975315.7,,
7 3rd Avenue Rent,237,Rent,-42.2027,967471.7,,
Marketing campaigns for The Suits Law Firm,237,Marketing,-2750.0,1333377.0,G8MHU,
29 1st Avenue Rent,237,Rent,-317.3102,940176.9,,
14 1st Avenue Rent,237,Rent,-143.3651,933654.2,,
1 5th Street Rent,237,Rent,-52.13275,926797.6,,
59 3rd Street Rent,237,Rent,-75.99196,926849.7,,
31 1st Avenue Rent,237,Rent,-201.106,910925.7,,
30 4th Avenue Rent,237,Rent,-85.7595,900047.8,,
42 3rd Street Rent,237,Rent,-38.02306,900133.6,,
Bradley Turner (Karvin Kueen Daily Wage),237,Wage,-180.0,1313515.0,K3NN0,
Marketing campaigns for Katalytica,237,Marketing,-500.0,1332877.0,WK7WS,
5 8th Street Rent,237,Rent,-135.4097,974950.1,,
Marketing campaigns for Kalico Midtown,237,Marketing,-2750.0,1328777.0,9YO0R,
Lilly Harris (Elite Couture Daily Wage),237,Wage,-72.0,1314107.0,YVK4E,
Traci Parker (Elite Jewels Daily Wage),237,Wage,-208.0,1314179.0,CGCEK,
Abbie Lopez (Katar Spirits Daily Wage),237,Wage,-224.0,1314387.0,TJ27F,
Oscar Evans (Katar Spirits Daily Wage),237,Wage,-46.0,1314611.0,TJ27F,
Olivia Cox (Katalytica Daily Wage),237,Wage,-432.0,1314657.0,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),237,Wage,-100.0,1315089.0,K3NN0,
Lara Norris (Warehouse #1 Daily Wage),237,Wage,-153.9,1315189.0,,
Marketing campaigns for Andy's Diamonds,237,Marketing,-1350.0,1331527.0,FAV7U,
Tommy Brooks (Katalytica Daily Wage),237,Wage,-44.0,1315543.0,WK7WS,
Zoe Gomez (Elite Jewels Daily Wage),237,Wage,-192.0,1315587.0,CGCEK,
Katherine Moss (Elite Jewels Daily Wage),237,Wage,-200.0,1315343.0,CGCEK,
Marketing campaigns for The Green Salad,237,Marketing,-1350.0,1325577.0,HQXBV,
Marketing campaigns for Karvin Kueen,237,Marketing,-500.0,1328277.0,K3NN0,
Evie Jones (Katalytica Daily Wage),237,Wage,-448.0,1315779.0,WK7WS,
Marketing campaigns for Elite Couture,237,Marketing,-1350.0,1326927.0,YVK4E,
Marketing campaigns for Elite Jewels,237,Marketing,-9350.0,1316227.0,CGCEK,
Mark Nelson (Andy's Diamonds Daily Wage),238,Wage,-86.0,623510.2,FAV7U,
Harvey Anderson (The Green Salad Daily Wage),238,Wage,-448.0,623596.2,HQXBV,
Zoe Thompson (The Green Salad Daily Wage),238,Wage,-374.0,624044.2,HQXBV,
Frederick Kelly (Elite Couture Daily Wage),238,Wage,-243.0,626717.8,YVK4E,
Jennifer Kelly (The Green Salad Daily Wage),238,Wage,-400.0,624418.2,HQXBV,
Leon Powell (Kalico Midtown Daily Wage),238,Wage,-64.0,624818.2,9YO0R,
Elite Jewels Revenue,238,Revenue,161700.0,906317.8,CGCEK,
Justin Mitchell (Karvin Kueen Daily Wage),238,Wage,-130.0,626055.8,K3NN0,
Eve Sullivan (Kalico Midtown Daily Wage),238,Wage,-240.0,625122.2,9YO0R,
Lara Wright (Elite Couture Daily Wage),238,Wage,-232.0,626485.8,YVK4E,
Emilia White (Kalico Midtown Daily Wage),238,Wage,-168.0,625362.2,9YO0R,
Zoe Foster (Andy's Diamonds Daily Wage),238,Wage,-400.0,623110.2,FAV7U,
Mollie Martinez (Kalico Midtown Daily Wage),238,Wage,-150.0,625530.2,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),238,Wage,-159.6,625680.2,,
Christen Butler (Elite Jewels Daily Wage),238,Wage,-300.0,626185.8,CGCEK,
Joel Rogers (Kalico Midtown Daily Wage),238,Wage,-240.0,624882.2,9YO0R,
Ruth Gray (The Suits Law Firm Daily Wage),238,Wage,-1632.0,621478.2,G8MHU,
The Suits Law Firm Revenue,238,Revenue,25600.0,647557.3,G8MHU,
Isabel Roberts (The Suits Law Firm Daily Wage),238,Wage,-1344.0,618678.2,G8MHU,
Dominic Fisher (Elite Jewels Daily Wage),238,Wage,-368.0,626960.8,CGCEK,
The Green Salad Revenue,238,Revenue,14674.0,745776.3,HQXBV,
Elite Couture Revenue,238,Revenue,39250.0,731352.8,YVK4E,
Karvin Kueen Revenue,238,Revenue,8160.0,692614.3,K3NN0,
Kalico Midtown Revenue,238,Revenue,24508.0,684496.5,9YO0R,
Andy's Diamonds Revenue,238,Revenue,7020.0,660305.8,FAV7U,
Katalytica Revenue,238,Revenue,6000.0,653429.2,WK7WS,
Owen Martin (The Suits Law Firm Daily Wage),238,Wage,-1456.0,620022.2,G8MHU,
Katar Spirits Revenue,238,Revenue,11988.0,622158.4,TJ27F,
Leah Martin (The Suits Law Firm Daily Wage),238,Wage,-1128.0,610350.2,G8MHU,
Margaret Smith (The Suits Law Firm Daily Wage),238,Wage,-928.0,611478.2,G8MHU,
Bonnie Howard (The Suits Law Firm Daily Wage),238,Wage,-888.0,612406.2,G8MHU,
Charlotte Murphy (The Suits Law Firm Daily Wage),238,Wage,-1272.0,613294.2,G8MHU,
Traci Martin (The Suits Law Firm Daily Wage),238,Wage,-1544.0,614566.2,G8MHU,
Louise Gomez (The Suits Law Firm Daily Wage),238,Wage,-1600.0,616110.2,G8MHU,
Courtney Nicholson (The Suits Law Firm Daily Wage),238,Wage,-968.0,617710.2,G8MHU,
Kevin Bennett (The Suits Law Firm Daily Wage),238,Wage,-56.0,610294.2,G8MHU,
Traci Parker (Elite Jewels Daily Wage),238,Wage,-208.0,627328.8,CGCEK,
Eliza Owens (Katar Spirits Daily Wage),238,Wage,-216.0,625839.8,TJ27F,
Abbie Lopez (Katar Spirits Daily Wage),238,Wage,-224.0,627674.8,TJ27F,
Marketing campaigns for Katar Spirits,238,Marketing,-500.0,1326422.0,TJ27F,
Delivery from United Ocean Import ,238,ImportDelivery,-158995.2,1326922.0,,
30 2nd Avenue Rent,238,Rent,-1158.506,1421217.0,,
19 1st Avenue Rent,238,Rent,-250.508,1406984.0,,
5 8th Street Rent,238,Rent,-135.4097,1379734.0,,
33 5th Avenue Rent,238,Rent,-230.1557,1379870.0,,
21 5th Avenue Rent,238,Rent,-145.9717,1380100.0,,
7 3rd Avenue Rent,238,Rent,-42.2027,1371831.0,,
29 1st Avenue Rent,238,Rent,-317.3102,1345184.0,,
14 1st Avenue Rent,238,Rent,-143.3651,1337401.0,,
1 5th Street Rent,238,Rent,-52.13275,1331545.0,,
59 3rd Street Rent,238,Rent,-75.99196,1331597.0,,
30 4th Avenue Rent,238,Rent,-85.7595,1293390.0,,
42 3rd Street Rent,238,Rent,-38.02306,1293476.0,,
Curtis Norris (Elite Jewels Daily Wage),238,Wage,-138.0,627536.8,CGCEK,
Marketing campaigns for The Suits Law Firm,238,Marketing,-2750.0,1323672.0,G8MHU,
Marketing campaigns for Katalytica,238,Marketing,-500.0,1323172.0,WK7WS,
31 1st Avenue Rent,238,Rent,-201.106,1300473.0,,
Marketing campaigns for Kalico Midtown,238,Marketing,-2750.0,1319072.0,9YO0R,
Marketing campaigns for Andy's Diamonds,238,Marketing,-1350.0,1321822.0,FAV7U,
Oscar Evans (Katar Spirits Daily Wage),238,Wage,-46.0,627898.8,TJ27F,
Maya Turner (Karvin Kueen Daily Wage),238,Wage,-288.0,627944.8,K3NN0,
Tristan Barker (Katalytica Daily Wage),238,Wage,-536.0,628232.8,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),238,Wage,-75.0,629200.8,K3NN0,
Lara Norris (Warehouse #1 Daily Wage),238,Wage,-153.9,629275.8,,
Tommy Brooks (Katalytica Daily Wage),238,Wage,-44.0,629429.7,WK7WS,
Olivia Cox (Katalytica Daily Wage),238,Wage,-432.0,628768.8,WK7WS,
Marketing campaigns for Elite Jewels,238,Marketing,-9350.0,1306522.0,CGCEK,
Returned deposit for 1 7th Street,238,DepositReturn,3909.956,629731.7,,
1 7th Street Deposit,238,Deposit,-1700000.0,608161.8,,
Asia Dynamic Industries payout,238,InvestmentPayout,1001640.0,2308162.0,,
Marketing campaigns for Karvin Kueen,238,Marketing,-500.0,1318572.0,K3NN0,
Marketing campaigns for Elite Couture,238,Marketing,-1350.0,1317222.0,YVK4E,
Marketing campaigns for The Green Salad,238,Marketing,-1350.0,1315872.0,HQXBV,
Lily Barton (Katalytica Daily Wage),238,Wage,-258.0,629473.7,WK7WS,
Ruth Gray (The Suits Law Firm Daily Wage),239,Wage,-1632.0,776303.3,G8MHU,
Maria Nicholson (The Suits Law Firm Daily Wage),239,Wage,-1544.0,777935.3,G8MHU,
Zoe Foster (Andy's Diamonds Daily Wage),239,Wage,-50.0,779479.3,FAV7U,
Mark Nelson (Andy's Diamonds Daily Wage),239,Wage,-387.0,779529.3,FAV7U,
Zoe Cooper (The Green Salad Daily Wage),239,Wage,-868.0,779916.3,HQXBV,
Jennifer Kelly (The Green Salad Daily Wage),239,Wage,-700.0,780784.3,HQXBV,
Ralph Hughes (The Green Salad Daily Wage),239,Wage,-228.0,781484.3,HQXBV,
Justin Mitchell (Karvin Kueen Daily Wage),239,Wage,-208.0,783801.9,K3NN0,
Wilhelmina Cooper (Kalico Midtown Daily Wage),239,Wage,-264.0,781968.3,9YO0R,
Joel Rogers (Kalico Midtown Daily Wage),239,Wage,-90.0,782232.3,9YO0R,
Eve Sullivan (Kalico Midtown Daily Wage),239,Wage,-240.0,782322.3,9YO0R,
Traci Miles (Karakata Holdings Daily Wage),239,Wage,-192.0,782562.3,,
Ava Powell (The Suits Law Firm Daily Wage),239,Wage,-1400.0,774903.3,G8MHU,
Mollie Martinez (Kalico Midtown Daily Wage),239,Wage,-200.0,782754.3,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),239,Wage,-159.6,782954.3,,
Georgina Lopez (Karakata Holdings Daily Wage),239,Wage,-192.0,783113.9,,
Kathryn James (Karakata Holdings Daily Wage),239,Wage,-208.0,783305.9,,
Eliza Owens (Katar Spirits Daily Wage),239,Wage,-288.0,783513.9,TJ27F,
Leon Powell (Kalico Midtown Daily Wage),239,Wage,-256.0,781712.3,9YO0R,
Helen Richardson (The Suits Law Firm Daily Wage),239,Wage,-1600.0,773303.3,G8MHU,
Bonnie Howard (The Suits Law Firm Daily Wage),239,Wage,-222.0,764781.3,G8MHU,
Lindsey Hall (The Suits Law Firm Daily Wage),239,Wage,-888.0,770903.3,G8MHU,
Elite Jewels Revenue,239,Revenue,243900.0,1131634.0,CGCEK,
The Green Salad Revenue,239,Revenue,11560.0,888892.4,HQXBV,
Elite Couture Revenue,239,Revenue,36500.0,877582.9,YVK4E,
Karvin Kueen Revenue,239,Revenue,7140.0,841594.4,K3NN0,
Kalico Midtown Revenue,239,Revenue,26737.0,834496.6,9YO0R,
Andy's Diamonds Revenue,239,Revenue,6300.0,808076.9,FAV7U,
Katalytica Revenue,239,Revenue,3000.0,801920.3,WK7WS,
Christen Butler (Elite Jewels Daily Wage),239,Wage,-240.0,784201.9,CGCEK,
The Suits Law Firm Revenue,239,Revenue,25600.0,799048.4,G8MHU,
Katar Spirits Revenue,239,Revenue,10872.0,773649.6,TJ27F,
Kevin Bennett (The Suits Law Firm Daily Wage),239,Wage,-56.0,762901.3,G8MHU,
Leah Martin (The Suits Law Firm Daily Wage),239,Wage,-1128.0,762957.3,G8MHU,
Margaret Smith (The Suits Law Firm Daily Wage),239,Wage,-696.0,764085.3,G8MHU,
Charlotte Murphy (The Suits Law Firm Daily Wage),239,Wage,-954.0,765003.3,G8MHU,
Courtney Nicholson (The Suits Law Firm Daily Wage),239,Wage,-242.0,765957.3,G8MHU,
Nicholas Sanchez (The Suits Law Firm Daily Wage),239,Wage,-968.0,766199.3,G8MHU,
Elise Sanchez (The Suits Law Firm Daily Wage),239,Wage,-1368.0,767167.3,G8MHU,
Ava Rogers (The Suits Law Firm Daily Wage),239,Wage,-1344.0,768535.3,G8MHU,
Taylor Myers (The Suits Law Firm Daily Wage),239,Wage,-1024.0,769879.3,G8MHU,
Daisy Williams (The Suits Law Firm Daily Wage),239,Wage,-1512.0,771791.3,G8MHU,
Scarlett Davis (Elite Couture Daily Wage),239,Wage,-297.0,784441.9,YVK4E,
Katie Ward (Elite Jewels Daily Wage),239,Wage,-192.0,784009.9,CGCEK,
Douglas Collins (Karakata Holdings Daily Wage),239,Wage,-44.0,784970.9,,
Marketing campaigns for Kalico Midtown,239,Marketing,-2750.0,898467.8,9YO0R,
Marketing campaigns for Andy's Diamonds,239,Marketing,-1350.0,901217.8,FAV7U,
Marketing campaigns for Katalytica,239,Marketing,-500.0,902567.8,WK7WS,
Marketing campaigns for The Suits Law Firm,239,Marketing,-2750.0,903067.8,G8MHU,
Marketing campaigns for Katar Spirits,239,Marketing,-500.0,905817.8,TJ27F,
30 2nd Avenue Rent,239,Rent,-1158.506,744617.8,,
19 1st Avenue Rent,239,Rent,-250.508,731102.3,,
5 8th Street Rent,239,Rent,-135.4097,692102.8,,
Marketing campaigns for Karvin Kueen,239,Marketing,-500.0,897967.8,K3NN0,
33 5th Avenue Rent,239,Rent,-230.1557,692238.2,,
7 3rd Avenue Rent,239,Rent,-42.2027,684454.3,,
Lara Wright (Elite Couture Daily Wage),239,Wage,-232.0,784738.9,YVK4E,
14 1st Avenue Rent,239,Rent,-143.3651,653285.8,,
1 5th Street Rent,239,Rent,-52.13275,647429.2,,
59 3rd Street Rent,239,Rent,-75.99196,647481.3,,
31 1st Avenue Rent,239,Rent,-201.106,621957.3,,
30 4th Avenue Rent,239,Rent,-85.7595,610170.4,,
42 3rd Street Rent,239,Rent,-38.02306,610256.2,,
21 5th Avenue Rent,239,Rent,-145.9717,692468.3,,
Marketing campaigns for Elite Couture,239,Marketing,-1350.0,896617.8,YVK4E,
29 1st Avenue Rent,239,Rent,-317.3102,659988.5,,
Marketing campaigns for Elite Jewels,239,Marketing,-9350.0,885917.8,CGCEK,
Annabelle Stewart (Katar Spirits Daily Wage),239,Wage,-264.0,785014.9,TJ27F,
Marketing campaigns for The Green Salad,239,Marketing,-1350.0,895267.8,HQXBV,
Oscar Evans (Katar Spirits Daily Wage),239,Wage,-46.0,785278.9,TJ27F,
Mollie Jenkins (Karakata Holdings Daily Wage),239,Wage,-224.0,785324.9,,
Maya Turner (Karvin Kueen Daily Wage),239,Wage,-32.0,785548.9,K3NN0,
Olivia Cox (Katalytica Daily Wage),239,Wage,-432.0,785580.9,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),239,Wage,-200.0,786162.9,K3NN0,
Grover Brown (Karakata Holdings Daily Wage),239,Wage,-200.0,786362.9,,
Lara Norris (Warehouse #1 Daily Wage),239,Wage,-153.9,786562.9,,
Lindsey Richardson (Elite Jewels Daily Wage),239,Wage,-150.0,786012.9,CGCEK,
Merit Johnson (Karakata Holdings Daily Wage),239,Wage,-224.0,786966.8,,
Christian Hall (Karakata Holdings Daily Wage),239,Wage,-184.0,787190.8,,
